,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116,Var117,Var118,Var119,Var120,Var121,Var122,Var123,Var124,Var125,Var126,Var127,Var128,Var129,Var130,Var131,Var132,Var133,Var134,Var135,Var136,Var137,Var138,Var139,Var140,Var141,Var142,Var143,Var144,Var145,Var146,Var147,Var148,Var149,Var150,Var151,Var152,Var153,Var154,Var155,Var156,Var157,Var158,Var159,Var160,Var161,Var162,Var163,Var164,Var165,Var166,Var167,Var168,Var169,Var170,Var171,Var172,Var173,Var174,Var175,Var176,Var177,Var178,Var179,Var180,Var181,Var182,Var183,Var184,Var185,Var186,Var187,Var188,Var189,Var190,Var191,Var192,Var193,Var194,Var195,Var196,Var197,Var198,Var199,Var200,Var201,Var202,Var203,Var204,Var205,Var206,Var207,Var208,Var209,Var210,Var211,Var212,Var213,Var214,Var215,Var216,Var217,Var218,Var219,Var220,Var221,Var222,Var223,Var224,Var225,Var226,Var227,Var228,Var229,Var230
17559,,,,,,2387.0,7.0,,,,,,44.0,,,,,,,,160.0,200.0,,0.0,40.0,,,166.56,,,,,,,0.0,,,4653084.0,,,,,,0.0,,,,,,,,,,,,,1.229438,,,,,,,,18.0,,,,,,,3.0,82,0.0,,4504032.0,,0.0,,,79003.5,,10.0,,2.0,,,,,,,,,1098.0,,,,,,,,,,,,,,,56.0,,,80.0,4912.44,,,,,,540.0,,,,60.0,,3330.0,34.0,,,,,,0.0,4979070.0,177676.0,,,,,,205.0,,,0.0,0.0,,,,,0.0,,,,10234760.0,,,,,,,24.0,,,518400.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,240.0,,,FAJWq69cTy,RO12,,taul,1K8T,ssAy,tTnn57c,_jTP8ioIlJ,G6OZVLv,,qkRP,9_Y1,Px52,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,cv_1C_N,,mAjbk_S,w6ph,cJvF,FzaX,Clz8iqZ,oslk,OVVAgOW,jySVZNlOJy,,ELof,PM2D,RAYp,F2FyR07IdsN7I,mj86,
18674,,,,,,1897.0,7.0,,,,,,0.0,,,,,,,,336.0,420.0,,14.0,136.0,,,166.56,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,4.978637,,,,,,,,18.0,,,,,,,6.0,46,0.0,,1693552.0,,0.0,,,29304.21,,25.0,,44.0,,,,,,,,,2673.0,,,,,,,,,,,,,,,152.0,,,144.0,34113.56,,,,,,1285.0,,,,0.0,,4986.0,20.0,,,,,,0.0,1446335.0,343040.0,,,,,,580.0,,,0.0,0.0,,,,,805679.0,,,,3207720.0,,,,,,,44.0,,,751344.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,276.0,,,75lTmBtFkL,RO12,,taul,1K8T,lK27,MPSM0nx,S85uPSDwkC,,,cd6W,9_Y1,47ra,09_Q,IYzP,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,,,,mAja5EA,Yd_N,cJvF,FzaX,UDVAAox,oslk,uOV2fT4,LM8l689qOp,,,rgKb,RAYp,F2FyR07IdsN7I,,
34948,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1.4986110000000001,,,,,,,,,,,,,,,,8,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,-4783400.0,,,,0.0,,,,,,,0.0,,-18.0,,,,,,,,,18.13,,,0.0,,,,,,,0.0,,,,,0.0,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,2jiWq69cTy,RO12,,taul,1K8T,0Xwj,My6jZUX,3clyC8L,,,YI3u,HLqf,0A_v,VpdQ,,DHn_WUyBhW_whjA88g9bvA64_,sBgB,,uKAI,Mtgm,CrNX,,,,kq0DA2O,iD00,cJvF,FzaX,lK7idD8,d0EEeJi,uYhbyK7,LM8l689qOp,,,PM2D,02N6s8f,F2FyR07IdsN7I,,
10081,,,,,,637.0,7.0,,,,,,2596.0,,,,,,,,184.0,230.0,,6.0,40.0,,,166.56,,,,,,,0.0,,,134634.0,,,,,,0.0,,,,,,,,,,,,,5.955138,,,,,,,,18.0,,,,,,,3.0,104,560.0,,1073968.0,,0.0,,,42014.7,,5.0,,6.0,,,,,,,,,19758.0,,,,,,,,,,,,,,,48.0,,,80.0,54803.6,,,,,,575.0,,,,30.0,,837.0,40.0,,,,,,0.0,936205.0,241254.0,,,,,,335.0,,,0.0,9.0,,,,,355929.0,,,,2121356.0,,,,,,,44.0,,,354804.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,xOXrjIQq3d,2Knk1KF,SEuy,taul,1K8T,PGNs,iYI85Wp,glRBFJT8NN,lIpzCb4,smXZ,kWfE,9_Y1,RVjC,VpdQ,sYC_,NKv3VA1BpP,kIsH,,uKAI,L84s,1YxyYTLbzthWO,,NIAPLQH,,ORMiiV7,4a9J,UYBR,FzaX,R8kKx11,zCkv,X9a41Yn,LM8l689qOp,,kG3k,FSa2,6fzt,Zy3gnGM,am7c,
30364,,,,,,896.0,7.0,,,,,,480.0,,,,,,,,152.0,190.0,,2.0,24.0,,,186.64,,,,,,,0.0,,,5021388.0,,,,,,0.0,,,,,,,,,,,,,2.164068,,,,,,,,9.0,,,,,,,,44,0.0,,2842584.0,,0.0,,,205123.2,,25.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,40.0,524768.0,,,,,,580.0,,,,60.0,,85509.0,,,,,,,0.0,5247850.0,41200.0,,,,,,1620.0,,,0.0,9.0,,,,,68061.0,,,,10666080.0,,,,,,,28.0,,,5958.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,HYTrjIK12c,RO12,,taul,1K8T,lK27,pKp9m4c,vW6mSEW,,,iIrG,9_Y1,7WNq,09_Q,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAjbk_S,BB1g,cJvF,,xtRLnWA,oslk,e2Oj5v6,,,,WqMG,RAYp,F2FyR07IdsN7I,,
26839,,,,,,3101.0,7.0,,,,,,2480.0,,,,,,,,652.0,815.0,,14.0,496.0,,,166.56,,,,,,,0.0,,,19146.0,,,,,,0.0,,,,,,,,,,,,,0.2407605,,,,,,,,9.0,,,,,,,3.0,80,35.0,,527848.0,,0.0,,,9852.479,,5.0,,24.0,,,,,,,,,6072.0,,,,,,,,,,,,,,,128.0,,,264.0,-46732.4,,,,,,2200.0,,,,24.0,,3249.0,-30.0,,,,,,0.0,1045025.0,543822.0,,,,,,6470.0,,,0.0,9.0,,,,,313502.0,,,,2588476.0,,,,,,,102.0,,,576792.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,246.0,,,zKnr4RXktW,RO12,,taul,1K8T,lK27,_gMXOhW,C_u8_AlBK7,,,mdNY,9_Y1,ZKJc,09_Q,6JmL,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,,,11p4mKe,PGmj,UYBR,FzaX,r5hYlW4,oslk,CWizrB7,LM8l689qOp,,,7FJQ,RAYp,F2FyR07IdsN7I,am7c,
38634,,,,,,49.0,0.0,,,,,,0.0,,,,,,,,284.0,355.0,,2.0,88.0,,,376.8,,,,,,,10.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,0.4052553,,,,,,,,9.0,,,,,,,3.0,14,0.0,,343968.0,,3.0,,,30066.0,,5.0,,2.0,,,,,,,,,32784.0,,,,,,,,,,,,,,,8.0,,,40.0,-537284.0,,,,,,355.0,,,,0.0,,0.0,4.0,,,,,,24.0,1713645.0,513830.0,,,,,,0.0,,,0.0,0.0,,,,,98287.0,,,,2846248.0,,,,,,,106.0,,,84246.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,210.0,,,DQlgUH7IEC,RO12,,taul,1K8T,vSNn,H3rgrxB,II0S8f9,,,SqF2,9_Y1,m_h1,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,NGZxnJM,aj6L,UYBR,FzaX,6VLOhQy,oslk,uxqEsaq,LM8l689qOp,,,WqMG,RAYp,F2FyR07IdsN7I,,
36040,,,,,,287.0,0.0,,,,,,0.0,,,,,,,,32.0,40.0,,0.0,16.0,,,249.6,,,,,,,0.0,,,5274462.0,,,,,,0.0,,,,,,,,,,,,,2.304422,,,,,,,,9.0,,,,,,,3.0,22,0.0,,0.0,,0.0,,,243639.3,,5.0,,2.0,,,,,,,,,33168.0,,,,,,,,,,,,,,,16.0,,,0.0,200932.8,,,,,,405.0,,,,12.0,,0.0,-2.0,,,,,,0.0,5099550.0,444516.0,,,,,,0.0,,,0.0,9.0,,,,,0.0,,,,10212480.0,,,,,,,4.0,,,1175490.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,LDPvyx7IEC,RO12,,taul,1K8T,hM6W,86dToXU,hCdK,,,Ef1y,9_Y1,RcM7,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,,,,7WwuNea,A1VJ,UYBR,FzaX,QMaRwBA,oslk,0D0gQ7h,LM8l689qOp,,,szEZ,RAYp,F2FyR07IdsN7I,,
13954,,,,,,385.0,0.0,,,,,,0.0,,,,,,,,268.0,335.0,,4.0,16.0,,,264.64,,,,,,,5.0,,,1384848.0,,,,,,0.0,,,,,,,,,,,,,5.243323999999999,,,,,,,,9.0,,,,,,,3.0,12,0.0,,836736.0,,0.0,,,41549.1,,45.0,,62.0,,,,,,,,,120102.0,,,,,,,,,,,,,,,88.0,,,120.0,-582668.0,,,,,,335.0,,,,18.0,,0.0,4.0,,,,,,16.0,2061225.0,32844.0,,,,,,0.0,,,0.0,0.0,,,,,910875.0,,,,3711720.0,,,,,,,14.0,,,552504.0,,,,,,,,,,0.0,,,,,,,,7.0,,,,,,,,192.0,,,m9SrEy7Rm6,RO12,,taul,1K8T,nQZ6,VjLN8e1,itSGh3t,,,3Q0L,9_Y1,H9GL,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kZJtVhC,fDPA,UYBR,FzaX,ZN3fSEp,oslk,DrA79_c,LM8l689qOp,,,Aoh3,RAYp,F2FyR07IdsN7I,,
28274,,,,,,819.0,7.0,,,,,,2292.0,,,,,,,,128.0,160.0,,0.0,64.0,,,253.52,,,,,,,0.0,,,6580440.0,,,,,,0.0,,,,,,,,,,,,,3.0042720000000003,,,,,,,,27.0,,,,,,,3.0,100,147.0,,318984.0,,0.0,,,218256.3,,35.0,,2.0,,,,,,,,,1020.0,,,,,,,,,,,,,,,32.0,,,8.0,99129.2,,,,,,540.0,,,,84.0,,4023.0,-28.0,,,,,,0.0,135455.0,1353604.0,,,,,,850.0,,,0.0,18.0,,,,,0.0,,,,10069240.0,,,,,,,2.0,,,518400.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,Foxt0Go8Lb,RO12,SEuy,taul,1K8T,IGdn,LUVNw5i,hOpRIhsUSP,z1QTTDY,smXZ,6UiV,9_Y1,MGOA,VpdQ,lVqb,5iay,kIsH,,uKAI,L84s,dznt9poYpmHt7,,P2O8sgE,,7WwnpJW,bHR7,UYBR,qxDb,9Z9iNGc,zCkv,jADGkwT,LM8l689qOp,,kG3k,Qu4f,6fzt,xwM2aC7IdeMC0,am7c,
9381,,,,,,826.0,35.0,,,,,,5224.0,,,,,,,,152.0,190.0,,0.0,104.0,,,284.96,,,,,,,5.0,,,2592000.0,,,,,,0.0,,,,,,,,,,,,,0.7827387,,,,,,,,45.0,,,,,,,12.0,222,1029.0,,187264.0,,0.0,,,204451.2,,15.0,,10.0,,,,,,,,,35031.0,,,,,,,,,,,,,,,40.0,,,24.0,-43211.6,,,,,,505.0,,,,30.0,,30609.0,-18.0,,,,,,8.0,137420.0,2246400.0,,,,,,2125.0,,,0.0,36.0,,,,,0.0,,,,9189160.0,,,,,,,18.0,,,2592000.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,288.0,,,DQlrEyXXnK,2wnefc9ISdLjfQoAYBI,,CiJDdr4TQ0rGERIS,1K8T,lK27,fhk21Ss,duVrD2bWHRucM_tc,,,geHS,9_Y1,SkZj,VpdQ,y6dw,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,Mtgm,_5OXC8MSLt,,,,___yyxG,8gB5,UYBR,FzaX,4UxGlow,oslk,catzS2D,LM8l689qOp,,,Aoh3,ZI9m,VjDE,,
19031,,,,,,693.0,0.0,,,,,,0.0,,,,,,,,168.0,210.0,,4.0,88.0,,,270.64,,,,,,,0.0,,,4337028.0,,,,,,0.0,,,,,,,,,,,,,3.813715,,,,,,,,9.0,,,,,,,3.0,26,0.0,,917312.0,,0.0,,,114674.4,,25.0,,8.0,,,,,,,,,1221.0,,,,,,,,,,,,,,,40.0,,,16.0,145981.2,,,,,,725.0,,,,60.0,,0.0,4.0,,,,,,0.0,1772105.0,1806862.0,,,,,,0.0,,,0.0,9.0,,,,,200795.0,,,,10629040.0,,,,,,,20.0,,,1197348.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,252.0,,,302Oj17IEC,RO12,,taul,1K8T,aD1X,au1nqNs,6UEVDe9,,,tSfn,9_Y1,zfpA,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,NGZxnJM,qBMy,UYBR,FzaX,_PxA1m8,oslk,vUcOEra,LM8l689qOp,,,7aLG,RAYp,F2FyR07IdsN7I,,
22645,,,,,,1253.0,7.0,,,,,,1208.0,,,,,,,,24.0,30.0,,0.0,0.0,,,186.64,,,,,,,0.0,,,5510964.0,,,,,,0.0,,,,,,,,,,,,,4.590259,,,,,,,,9.0,,,,,,,3.0,62,35.0,,2757048.0,,0.0,,,51434.4,,0.0,,2.0,,,,,,,,,11901.0,,,,,,,,,,,,,,,8.0,,,8.0,174726.4,,,,,,525.0,,,,18.0,,123579.0,,,,,,,0.0,69540.0,0.0,,,,,,5990.0,,,0.0,9.0,,,,,0.0,,,,7527320.0,,,,,,,2.0,,,3628800.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,dRagUHXM47,RO12,SEuy,taul,1K8T,h3JW,rxYsSKu,ARvzJXx,nSsRMMD,smXZ,9Hqr,9_Y1,LqKm,VpdQ,IYzP,me75fM6ugJ,sBgB,,uKAI,L84s,NhsEn4L,,y1Vbgcr,,TDceha3,2S0r,UYBR,FzaX,5LLAVkR,oslk,4IrvFmd,LM8l689qOp,,kG3k,453m,RAYp,F2FyR07IdsN7I,mj86,
15937,,,,,,658.0,7.0,,,,,,0.0,,,,,,,,72.0,90.0,,0.0,8.0,,,253.52,,,,,,,0.0,,,9547680.0,,,,,,0.0,,,,,,,,,,,,,3.7855160000000003,,,,,,,,9.0,,,,,,,,50,0.0,,1338680.0,,0.0,,,211654.8,,10.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,56.0,-274468.0,,,,,,540.0,,,,24.0,,981.0,-30.0,,,,,,0.0,869650.0,48946.0,,,,,,25.0,,,0.0,18.0,,,,,0.0,,,,8469920.0,,,,,,,8.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,204.0,,,0vimfo8zhV,RO12,SEuy,taul,1K8T,LloI,0PqCYcI,NBVUlxabJhR17,jF3NIf3,smXZ,8FB6,9_Y1,gnEy,sJzTlal,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,49fEyUq,,mAjbk_S,FM6S,UYBR,FzaX,fab45vq,oslk,ncJuCmI,LM8l689qOp,,kG3k,3Cy4,RAYp,F2FyR07IdsN7I,am7c,
26130,,,,,,553.0,0.0,,,,,,0.0,,,,,,,,128.0,160.0,,2.0,24.0,,,220.08,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,2.810083,,,,,,,,9.0,,,,,,,3.0,28,0.0,,5211400.0,,0.0,,,195241.5,,0.0,,2.0,,,,,,,,,41352.0,,,,,,,,,,,,,,,32.0,,,64.0,125585.2,,,,,,525.0,,,,0.0,,0.0,4.0,,,,,,0.0,8214450.0,518400.0,,,,,,0.0,,,0.0,9.0,,,,,326375.0,,,,10559680.0,,,,,,,40.0,,,518400.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,198.0,,,qXh9tYsdof,RO12,,taul,1K8T,4fje,4rXxfeC,o6NzRdE,,,l7SR,9_Y1,YULl,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kZJtVhC,18n1,UYBR,FzaX,llYv48t,oslk,V51EKx8,LM8l689qOp,,,FSa2,RAYp,F2FyR07IdsN7I,,
12596,,,,,,1435.0,7.0,,,,,,340.0,,,,,,,,220.0,275.0,,0.0,168.0,,,261.52,,,,,,,0.0,,,25518.0,,,,,,0.0,,,,,,,,,,,,,5.662465,,,,,,,,9.0,,,,,,,3.0,34,0.0,,350192.0,,0.0,,,14533.89,,0.0,,16.0,,,,,,,,,10206.0,,,,,,,,,,,,,,,72.0,,,40.0,53053.2,,,,,,810.0,,,,6.0,,7047.0,10.0,,,,,,0.0,564000.0,334672.0,,,,,,225.0,,,0.0,0.0,,,,,0.0,,,,1505480.0,,,,,,,40.0,,,289242.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,dRaTmBfHUn,RO12,,taul,1K8T,42Cy,R4C9W2K,n1zVHpT8NN,,,3Lti,9_Y1,4N0K,09_Q,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAjbk_S,zHqM,cJvF,FzaX,zqsvdH_,oslk,jhrTQlu,LM8l689qOp,,,Qu4f,RAYp,F2FyR07IdsN7I,,
15209,,,,,,21.0,0.0,,,,,,0.0,,,,,,,,120.0,150.0,,0.0,64.0,,,481.36,,,,,,,10.0,,,759594.0,,,,,,0.0,,,,,,,80720.0,,,,,,2.499039,,,,,,,,9.0,,,,,,,3.0,12,0.0,,0.0,,0.0,,,184425.3,,10.0,,2.0,,,,,,,,,730281.0,,,,,,,,,,,,,,,0.0,,,0.0,-275567.6,,,,,,150.0,,,,30.0,,0.0,-8.0,,,,,,16.0,6334600.0,90148.0,,,,,,0.0,,,0.0,0.0,,,,,0.0,,,,7377000.0,,,,,,,28.0,,,1015860.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,4e7Wq69R_D,RO12,,taul,1K8T,FPxv,wEJSdMg,_jTP8ioIlJ,,,D1Er,9_Y1,Px52,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,,,,kq0dQfu,WxAt,UYBR,FzaX,aMa88FJ,oslk,tM4OEra,LM8l689qOp,,,PM2D,RAYp,F2FyR07IdsN7I,,
25239,,,,,,434.0,0.0,,,,,,0.0,,,,,,,,116.0,145.0,,0.0,128.0,,,166.56,,,,,,,5.0,,,2346.0,,,,,,0.0,,,,,,,,,,,,,4.295877,,,,,,,,9.0,,,,,,,3.0,26,0.0,,78656.0,,0.0,,,6419.19,,0.0,,0.0,,,,,,,,,72450.0,,,,,,,,,,,,,,,32.0,,,40.0,-1187572.0,,,,,,310.0,,,,6.0,,0.0,4.0,,,,,,8.0,169215.0,49204.0,,,,,,0.0,,,0.0,9.0,,,,,0.0,,,,274672.0,,,,,,,14.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,324.0,,,GcUt0G8rTN,RO12,,taul,1K8T,0Xwj,jMFkXPi,oI3dOfoZBD,,,iI4_,F3hy,k13i,09_Q,43pnToF,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAja5EA,uOsk,cJvF,FzaX,yBu8hdx,oslk,853QZmh,LM8l689qOp,,,fKCe,RAYp,F2FyR07IdsN7I,,
343,,,,,,917.0,7.0,,,,,,1868.0,,,,,,,,216.0,270.0,,4.0,72.0,,,214.56,,,,,,,0.0,,,3685002.0,,,,,,0.0,,,,,,,,,,,,,2.072848,,,,,,,,36.0,,,,,,,3.0,160,14.0,,516032.0,,0.0,,,178245.9,,50.0,,4.0,,,,,,,,,7776.0,,,,,,,,,,,,,,,56.0,,,16.0,139122.4,,,,,,800.0,,,,72.0,,56961.0,,,,,,,0.0,4145715.0,985518.0,,,,,,115.0,,,0.0,36.0,,,,,831271.0,,,,10626280.0,,,,,,,38.0,,,950490.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,1GdOj1KXzC,2Knk1KF,SEuy,taul,1K8T,ZNsX,_gMnuwV,S85OeCBjSz,SNyOtUe,smXZ,rvR3,9_Y1,jdbz,09_Q,hAFG,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,inQGJt6,,XTbPUYD,NwRz,UYBR,FzaX,CBA87dl,oslk,TX2AGfT,jySVZNlOJy,,kG3k,kwS7,RAYp,TCU50_Yjmm6GIBZ0lL_,am7c,
24158,,,,,,343.0,0.0,,,,,,0.0,,,,,,,,116.0,145.0,,10.0,112.0,,,90.32,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,2175.04,,,,,,2.292886,,,,,,,,9.0,,,,,,,3.0,24,0.0,,544.0,,0.0,,,1835.6729999999998,,0.0,,16.0,,,,,,,,,3111.0,,,,,,,,,,,,,,,40.0,,,16.0,975.284,,,,,,355.0,,,,0.0,,0.0,,,,,,,0.0,30570.0,10746.0,,,,,,0.0,,,0.0,0.0,,,,,31199.0,,,,65796.0,,,,,,,10.0,,,29364.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,MtpBcmzkzH,RO12,,taul,1K8T,0WHw,cnWs43J,AnFl2Mwxzd,,,jhvm,9_Y1,KubS,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAjR0Ac,VqFP,cJvF,FzaX,FgkjbzC,oslk,5gSwS9i,LM8l689qOp,,,Qcbd,RAYp,F2FyR07IdsN7I,,
37503,,,,,,1358.0,14.0,,,,,,304.0,,,,,,,,132.0,165.0,,0.0,24.0,,,186.64,,,,,,,0.0,,,4276944.0,,,,,,0.0,,,,,,,,,,,,,4.064302,,,,,,,,18.0,,,,,,,6.0,88,56.0,,3724536.0,,0.0,,,113857.2,,0.0,,6.0,,,,,,,,,24591.0,,,,,,,,,,,,,,,40.0,,,48.0,89735.6,,,,,,515.0,,,,54.0,,57150.0,40.0,,,,,,0.0,5040050.0,475218.0,,,,,,1665.0,,,0.0,9.0,,,,,0.0,,,,10241360.0,,,,,,,24.0,,,817980.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,204.0,,,8I1q9ayE15,RO12,,taul,1K8T,4fje,mhknt93,_UtlxbJ,vjrU4h9,,bupv,9_Y1,F_Lu,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,9NqUCfh,,mAjbk_S,Ty_w,cJvF,FzaX,WWmfR8o,oslk,c4R2fT4,LM8l689qOp,,ELof,TNEC,RAYp,F2FyR07IdsN7I,am7c,
11438,,,,,,994.0,7.0,,,,,,344.0,,,,,,,,124.0,155.0,,2.0,8.0,,,293.12,,,,,,,0.0,,,9224160.0,,,,,,0.0,,,,,,,,,,,,,2.514634,,,,,,,,9.0,,,,,,,3.0,38,0.0,,691200.0,,0.0,,,82947.3,,35.0,,0.0,,,,,,,,,44142.0,,,,,,,,,,,,,,,24.0,,,8.0,103377.2,,,,,,750.0,,,,108.0,,3870.0,-26.0,,,,,,0.0,1465235.0,23078.0,,,,,,390.0,,,0.0,18.0,,,,,604800.0,,,,10099120.0,,,,,,,8.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,a4vvyxLkBI,ND3t9Yro9U,,taul,z3mO,TyGl,5CFXD9A,yiXTc3CbD1,,,yNvv,9_Y1,vzJD,,IYzP,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,NhsEn4L,,,,mAja5EA,gCXP,UYBR,FzaX,MmsL3hM,oslk,XdARPDh,LM8l689qOp,,,xb3V,ZI9m,F2FcTt7IdMT_v,,
22188,,,,,,1806.0,14.0,,,,,,5868.0,,,,,,,,440.0,550.0,,14.0,232.0,,,133.12,,,,,,,0.0,,,738.0,,,,,,0.0,,,,,,,,,,,,,2.477889,,,,,,,,18.0,,,,,,,,158,749.0,,86568.0,,0.0,,,2758.3740000000003,,5.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,104.0,,,128.0,25411.84,,,,,,1875.0,,,,12.0,,20934.0,-30.0,,,,,,0.0,222540.0,27738.0,,,,,,490.0,,,0.0,18.0,,,,,31787.0,,,,368148.0,,,,,,,110.0,,,136224.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,N_vrjIXt5a,RO12,SEuy,taul,1K8T,0Xwj,PFW3ud5,_03xtaMIkZsn1,9JAFgTj,smXZ,kAWx,HLqf,EKFb,VpdQ,kxE9,me75fM6ugJ,sBgB,,uKAI,L84s,XfqtO3UdzaXh_,,naHbx_8,,XTbIt4R,vAom,cJvF,FzaX,OVz6pd1,oslk,AT9E4Qn,LM8l689qOp,,kG3k,5Acm,RAYp,iyHGyLCEkQ,am7c,
20397,,,,,,1701.0,7.0,,,,,,3836.0,,,,,,,,320.0,400.0,,2.0,312.0,,,220.08,,,,,,,15.0,,,398292.0,,,,,,0.0,,,,,,,,,,,,,5.3704339999999995,,,,,,,,9.0,,,,,,,,112,196.0,,736352.0,,0.0,,,75714.91,,10.0,,34.0,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,48.0,-1209964.0,,,,,,1060.0,,,,6.0,,83664.0,34.0,,,,,,24.0,1194245.0,371276.0,,,,,,1705.0,,,0.0,27.0,,,,,756.0,,,,3285828.0,,,,,,,30.0,,,394464.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,306.0,,,wRXmfo875g,LrdVolaSGUfkVeWC,,taul,1K8T,tXti,RPKu5tB,_jTP8ioIlJ,5YIAQqD,,JNfC,9_Y1,iZJp,VpdQ,haYg,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,N2GVsOG,,OFq9NeO,WSMT,cJvF,FzaX,WdP1WU5,oslk,05j67Xw,M_8D,,ELof,3Cy4,RAYp,R4y5gQQWY8OodqDV,mj86,
