Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116,Var117,Var118,Var119,Var120,Var121,Var122,Var123,Var124,Var125,Var126,Var127,Var128,Var129,Var130,Var131,Var132,Var133,Var134,Var135,Var136,Var137,Var138,Var139,Var140,Var141,Var142,Var143,Var144,Var145,Var146,Var147,Var148,Var149,Var150,Var151,Var152,Var153,Var154,Var155,Var156,Var157,Var158,Var159,Var160,Var161,Var162,Var163,Var164,Var165,Var166,Var167,Var168,Var169,Var170,Var171,Var172,Var173,Var174,Var175,Var176,Var177,Var178,Var179,Var180,Var181,Var182,Var183,Var184,Var185,Var186,Var187,Var188,Var189,Var190,Var191,Var192,Var193,Var194,Var195,Var196,Var197,Var198,Var199,Var200,Var201,Var202,Var203,Var204,Var205,Var206,Var207,Var208,Var209,Var210,Var211,Var212,Var213,Var214,Var215,Var216,Var217,Var218,Var219,Var220,Var221,Var222,Var223,Var224,Var225,Var226,Var227,Var228,Var229,Var230,0
,,,,,1855.0,7.0,,,,,,6388.0,,,,,,,,488.0,610.0,,8.0,104.0,,,166.56,,,,,,,0.0,,,61782.0,,,,,,0.0,,,,,,,,,,,,,0.2862636,,,,,,,,18.0,,,,,,,3.0,106,1505.0,,599256.0,,0.0,,,17973.54,,10.0,,14.0,,,,,,,,,74703.0,,,,,,,,,,,,,,,96.0,,,152.0,100712.8,,,,,,2000.0,,,,42.0,,22428.0,,,,,,,0.0,2496440.0,101908.0,,,,,,4385.0,,,0.0,18.0,,,,,248024.0,,,,2783320.0,,,,,,,148.0,,,356730.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,264.0,,,py5rEyXktW,w9ygS99Qp_,,taul,1K8T,0Xwj,zmMlkJq,nQUveAzAF7,GJoBWtB,,7RPe,HLqf,SkZj,09_Q,hAFG,DHn_WUyBhW_whjA88g9bvA64_,sBgB,,uKAI,L84s,CrNX,,9HLG0uS,,AuSBTw7,,,FzaX,ErGovo7,d0EEeJi,a4o7nDv,LM8l689qOp,,ELof,Aoh3,nIGXDli,R4y5gQQWY8OodqDV,am7c,,-1
,,,,,693.0,0.0,,,,,,4.0,,,,,,,,132.0,165.0,,0.0,32.0,,,286.96,,,,,,,0.0,,,86148.0,,,,,,0.0,,,,,,,,,,,,,0.1221961,,,,,,,,18.0,,,,,,,,34,7.0,,4838512.0,,0.0,,,208970.4,,0.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,56.0,156159.2,,,,,,535.0,,,,6.0,,1026.0,10.0,,,,,,0.0,7937900.0,539320.0,,,,,,0.0,,,0.0,9.0,,,,,0.0,,,,10596840.0,,,,,,,38.0,,,1036800.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,crIt0Go8Lb,RO12,,taul,1K8T,ssAy,8RVBmIU,glRBFJT8NN,,,73Ka,9_Y1,MGOA,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kZJyVg2,wLOK,cJvF,FzaX,HlomS85,oslk,MMuldxq,jySVZNlOJy,,,Qu4f,RAYp,F2FyR07IdsN7I,,,-1
,,,,,2562.0,14.0,,,,,,3068.0,,,,,,,,400.0,500.0,,10.0,208.0,,,228.96,,,,,,,0.0,,,1402644.0,,,,,,0.0,,,,,,,,,,,,,5.806025,,,,,,,,27.0,,,,,,,6.0,112,112.0,,558704.0,,0.0,,,8344.771,,75.0,,12.0,,,,,,,,,338598.0,,,,,,,,,,,,,,,136.0,,,192.0,206316.0,,,,,,1635.0,,,,78.0,,29502.0,-30.0,,,,,,0.0,255615.0,91374.0,,,,,,17905.0,,,0.0,9.0,,,,,55139.0,,,,2250472.0,,,,,,,32.0,,,377496.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,UCDvyx8zhV,eSGpMwS8zSGgq_trOpckZ5,,taul,1K8T,xgSF,D5EyOPj,QRU8wq3,,,6CMh,9_Y1,MBhA,VpdQ,hAFG,GjJ35utlTa_GNSvxxpb9ju,kIsH,,uKAI,L84s,UbxQ8lZ,,,,ORMRote,XVqp,cJvF,FzaX,7zm1_tC,Al6ZaUT,M2fN6GE,LM8l689qOp,,,WqMG,02N6s8f,R4y5gQQWY8OodqDV,,,-1
,,,,,798.0,,,,,,,,,,,,,,,120.0,150.0,,0.0,0.0,,,186.64,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,0.189703,,,,,,,,,,,,,,,,60,,,5529600.0,,0.0,,,228191.7,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,64.0,78718.0,,,,,,495.0,,,,0.0,,,36.0,,,,,,0.0,9478800.0,0.0,,,,,,,,,0.0,0.0,,,,,0.0,,,,10347840.0,,,,,,,44.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,1JGTmBQZiT,RO12,SEuy,taul,1K8T,PGNs,qMlnKvq,IoHCTe99VL,5UlmZtf,smXZ,JoKa,9_Y1,mTeA,sJzTlal,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,F1sQa37,,mAja5EA,mcPg,UYBR,FzaX,U8I9Iah,oslk,5i2a5gA,M_8D,,kG3k,FSa2,RAYp,F2FyR07IdsN7I,am7c,,-1
,,,,,1295.0,7.0,,,,,,896.0,,,,,,,,156.0,195.0,,4.0,96.0,,,286.96,,,,,,,0.0,,,13386.0,,,,,,0.0,,,,,,,,,,,,,0.731254,,,,,,,,27.0,,,,,,,3.0,38,343.0,,1100984.0,,0.0,,,34853.7,,0.0,,6.0,,,,,,,,,15840.0,,,,,,,,,,,,,,,48.0,,,72.0,-1550680.0,,,,,,635.0,,,,6.0,,61209.0,4.0,,,,,,0.0,1060395.0,364682.0,,,,,,130.0,,,0.0,18.0,,,,,311227.0,,,,2298188.0,,,,,,,28.0,,,241638.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,8I1TmBtueT,AERks4l,,taul,1K8T,AnrR,4REhli9,nQU6Y9VDCp,,,8tMU,9_Y1,c2JP,VpdQ,sYC_,GjJ35utlTa_GNSvxxpb9ju,kIsH,,uKAI,L84s,JBfYVit4g8,,,,kq0OAoI,SeaO,cJvF,FzaX,U8ISs9j,Al6ZaUT,R2LP0MI,LM8l689qOp,,,rgKb,02N6s8f,xwM2aC7IdeMC0,,,-1
,,,,,427.0,0.0,,,,,,0.0,,,,,,,,132.0,165.0,,2.0,72.0,,,220.08,,,,,,,0.0,,,1145580.0,,,,,,0.0,,,,,,,,,,,,,1.312754,,,,,,,,9.0,,,,,,,,26,0.0,,2764800.0,,0.0,,,220602.9,,0.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,32.0,103835.6,,,,,,540.0,,,,18.0,,0.0,-30.0,,,,,,0.0,5598250.0,1430088.0,,,,,,0.0,,,0.0,9.0,,,,,604800.0,,,,10521680.0,,,,,,,28.0,,,1555200.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,4e7gUH7IEC,RO12,,taul,1K8T,JLbT,jCepSrJ,J3fgbi2,,,7pIw,9_Y1,m_h1,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kZJtVhC,jCmU,UYBR,,Oy_RPEi,oslk,FS4qjNq,,,,WqMG,RAYp,F2FyR07IdsN7I,,,-1
,,,,,1078.0,7.0,,,,,,3464.0,,,,,,,,28.0,35.0,,0.0,0.0,,,230.08,,,,,,,0.0,,,1730688.0,,,,,,0.0,,,,,,,,,,,,,5.425123,,,,,,,,9.0,,,,,,,3.0,156,357.0,,0.0,,9.0,,,161334.0,,5.0,,2.0,,,,,,,,,4815.0,,,,,,,,,,,,,,,8.0,,,0.0,-439496.0,,,,,,485.0,,,,6.0,,801.0,24.0,,,,,,32.0,5146450.0,0.0,,,,,,1170.0,,,0.0,27.0,,,,,0.0,,,,6482000.0,,,,,,,8.0,,,1567080.0,,,,,,,,,,0.0,,,,,,,,7.0,,,,,,,,396.0,,,MlYvyx875g,2Knk1KF,,taul,1K8T,MoUp,3pgtJWa,wXYgzHf,,,Db3P,9_Y1,MBhA,VpdQ,6JmL,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,,,XTbIt4R,1qkI,UYBR,FzaX,QyRNT4W,oslk,8eXw991,M_8D,,,WqMG,RAYp,TCU50_Yjmm6GIBZ0lL_,,,-1
,,,,,63.0,0.0,,,,,,0.0,,,,,,,,164.0,205.0,,12.0,136.0,,,470.88,,,,,,,0.0,,,1925994.0,,,,,,0.0,,,,,,,,,,,,,0.33112590000000003,,,,,,,,9.0,,,,,,,,12,0.0,,717024.0,,0.0,,,48829.5,,10.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,48.0,-500476.0,,,,,,205.0,,,,30.0,,0.0,-28.0,,,,,,16.0,208955.0,221508.0,,,,,,0.0,,,0.0,0.0,,,,,627396.0,,,,2669348.0,,,,,,,20.0,,,360240.0,,,,,,,,,,0.0,,,,,,,,14.0,,,,,,,,,,,xOXTmBtFkL,RO12,,taul,1K8T,0Xwj,My6jZUX,_03xtaMIkZsn1,,,sGNS,HLqf,c2JP,VpdQ,IYzP,DHn_WUyBhW_whjA88g9bvA64_,sBgB,,uKAI,L84s,CrNX,,,,y5FewfI,jt2j,cJvF,FzaX,lK7idD8,d0EEeJi,uYhbyK7,LM8l689qOp,,,rgKb,02N6s8f,F2FyR07IdsN7I,,,-1
,,,,,3549.0,14.0,,,,,,3260.0,,,,,,,,444.0,555.0,,10.0,264.0,,,166.56,,,,,,,0.0,,,1800.0,,,,,,0.0,,,,,,,,,,,,,2.591968,,,,,,,,18.0,,,,,,,6.0,102,175.0,,176672.0,,0.0,,,4884.69,,0.0,,20.0,,,,,,,,,126378.0,,,,,,,,,,,,,,,136.0,,,152.0,28183.84,,,,,,1635.0,,,,18.0,,7704.0,,,,,,,0.0,387075.0,191890.0,,,,,,5730.0,,,0.0,18.0,,,,,45080.0,,,,820364.0,,,,,,,92.0,,,56082.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,1qmr4RQxul,RO12,SEuy,taul,1K8T,0Xwj,IoVCPws,ZJ2y45R,Pvu3mcG,smXZ,RTc9,F3hy,z5Ry,09_Q,sYC_,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,q4zVsOG,,kq0aHkC,BXUS,UYBR,FzaX,uwhY_02,oslk,H9aOEra,jySVZNlOJy,,kG3k,FSa2,RAYp,F2FyR07IdsN7I,mj86,,-1
,,,,,322.0,0.0,,,,,,0.0,,,,,,,,84.0,105.0,,0.0,24.0,,,230.56,,,,,,,0.0,,,8062020.0,,,,,,0.0,,,,,,,,,,,,,3.6526379999999996,,,,,,,,9.0,,,,,,,3.0,22,0.0,,1842528.0,,0.0,,,176665.5,,5.0,,4.0,,,,,,,,,13602.0,,,,,,,,,,,,,,,24.0,,,40.0,-152774.8,,,,,,440.0,,,,30.0,,0.0,,,,,,,0.0,358405.0,682152.0,,,,,,0.0,,,0.0,9.0,,,,,0.0,,,,8926720.0,,,,,,,10.0,,,955704.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,4bwt0GoOh3,RO12,,taul,1K8T,g6No,tAqBboK,ZkibjLN5VwJ2V,,,Taoo,9_Y1,Z5OU,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,,,,7WwuNea,PrZW,UYBR,FzaX,B0LABPr,oslk,UP3EVaf,LM8l689qOp,,,Qu4f,RAYp,F2FyR07IdsN7I,,,1
,,,,,1582.0,7.0,,,,,,2948.0,,,,,,,,144.0,180.0,,0.0,32.0,,,286.96,,,,,,,0.0,,,933234.0,,,,,,0.0,,,,,,,,,,,,,2.8049560000000002,,,,,,,,9.0,,,,,,,3.0,32,301.0,,6220800.0,,0.0,,,80844.59,,0.0,,0.0,,,,,,,,,34317.0,,,,,,,,,,,,,,,32.0,,,72.0,-102302.0,,,,,,1725.0,,,,18.0,,24435.0,8.0,,,,,,0.0,8563350.0,81810.0,,,,,,1810.0,,,0.0,0.0,,,,,0.0,,,,10746880.0,,,,,,,40.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,222.0,,,lAFr4RQZiT,RO12,,taul,1K8T,lK27,tAqnaaX,o64y9zI,,,CDOQ,9_Y1,mTeA,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kZJyVg2,ZFiG,UYBR,FzaX,B0LYjZW,oslk,4YxEVaf,LM8l689qOp,,,FSa2,RAYp,F2FyR07IdsN7I,,,-1
,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,422064.0,,,,,,,,,,,,,,,,,,,,3.824824,,,,,,,,,,,,,,,,8,,,,,,,,,6.0,,,,,,5.0,,,,,,,,,,,0.0,,0.0,12707.55,,,,0.0,,,,,,,-1600408.0,,,,0.0,,,,,,,0.0,,,0.0,7.0,,,,,,,269.92,,,0.0,,,,,,,6.0,,,,,0.0,,30.0,,,0.0,,,0.0,,,27.0,,,0.0,0.0,,,,,,422064.0,,,4.0,,,,,0.0,,,281376.0,,,,,,,,,r__I,HYTrjIK12c,RO12,,taul,1K8T,YVv3,7vg8Yt8,NW71gM15FR,,,Zz8p,9_Y1,7WNq,VpdQ,,DHn_WUyBhW_whjA88g9bvA64_,kIsH,,uKAI,L84s,CrNX,,,,NGZ_12K,QBA_,UYBR,,4LACkEK,d0EEeJi,R2LEU9f,,,,WqMG,02N6s8f,F2FyR07IdsN7I,,,-1
,,,,,1554.0,21.0,,,,,,3332.0,,,,,,,,452.0,565.0,,14.0,472.0,,,166.56,,,,,,,0.0,,,5472.0,,,,,,0.0,,,,,,,,,,,,,0.42683190000000004,,,,,,,,27.0,,,,,,,9.0,148,154.0,,983216.0,,0.0,,,35091.9,,25.0,,26.0,,,,,,,,,139896.0,,,,,,,,,,,,,,,192.0,,,176.0,-251575.2,,,,,,1050.0,,,,30.0,,16569.0,58.0,,,,,,0.0,304420.0,209162.0,,,,,,4095.0,,,0.0,36.0,,,,,213570.0,,,,1413452.0,,,,,,,18.0,,,274608.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,jg6vyxLkBI,2Knk1KF,SEuy,taul,1K8T,TyGl,SohyOPj,FoJylxy,3grQsvC,smXZ,jV3I,9_Y1,_r21,VpdQ,haYg,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,44D5k9T,,XTbPUYD,ISLC,UYBR,FzaX,ASloI0_,oslk,uC5DSFl,M_8D,,kG3k,xb3V,RAYp,55YFVY9,am7c,,-1
,,,,,10542.0,14.0,,,,,,1404.0,,,,,,,,272.0,340.0,,2.0,144.0,,,120.4,,,,,,,0.0,,,3065604.0,,,,,,0.0,,,,,,,,,,,,,0.683401,,,,,,,,18.0,,,,,,,6.0,34,49.0,,3467552.0,,3.0,,,17346.78,,10.0,,20.0,,,,,,,,,705087.0,,,,,,,,,,,,,,,80.0,,,72.0,403156.0,,,,,,4665.0,,,,48.0,,34812.0,-14.0,,,,,,8.0,5363850.0,423336.0,,,,,,9650.0,,,0.0,9.0,,,,,84994.0,,,,10351840.0,,,,,,,42.0,,,1148310.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,LDPgUHXZeb,RO12,,taul,1K8T,JLbT,bd4J34g,_jTP8ioIlJ,,,zxsN,9_Y1,STGZ,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,,,,kZJtVhC,s9FI,UYBR,FzaX,OOCs94F,oslk,piPYdpM,LM8l689qOp,,,453m,RAYp,F2FyR07IdsN7I,,,-1
,,,,,896.0,14.0,,,,,,888.0,,,,,,,,164.0,205.0,,0.0,64.0,,,404.48,,,,,,,10.0,,,5266962.0,,,,,,9.0,,,,,,,,,,,,,4.592822,,,,,,,,18.0,,,,,,,6.0,66,259.0,,435552.0,,0.0,,,207975.3,,25.0,,12.0,,,,,,,,,380118.0,,,,,,,,,,,,,,,48.0,,,48.0,-36936.84,,,,,,495.0,,,,66.0,,20853.0,-26.0,,,,,,32.0,610445.0,1181032.0,,,,,,12870.0,,,0.0,18.0,,,,,0.0,,,,8692440.0,,,,,,,10.0,,,1174332.0,,,,,,,,,,0.0,,,,,,,,7.0,,,,,,,,276.0,,,zcRZptzip9,RO12,SEuy,taul,1K8T,xgSF,rXHcNhj,IG_G867,TZBz6ie,smXZ,4Wsq,9_Y1,t_4G,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,boZTZBm,,kq0emRG,,,FzaX,u9OfrxM,oslk,5Doz_Kt,jySVZNlOJy,,xG3x,Qu4f,RAYp,F2FyR07IdsN7I,mj86,,-1
,,,,,189.0,7.0,,,,,,4.0,,,,,,,,120.0,150.0,,6.0,96.0,,,166.56,,,,,,,0.0,,,14706.0,,,,,,0.0,,,,,,,,,,,,,5.349925,,,,,,,,9.0,,,,,,,3.0,98,7.0,,25904.0,,0.0,,,1789.44,,10.0,,6.0,,,,,,,,,37671.0,,,,,,,,,,,,,,,64.0,,,56.0,-54059.6,,,,,,325.0,,,,30.0,,3951.0,4.0,,,,,,0.0,2535.0,21342.0,,,,,,440.0,,,0.0,9.0,,,,,12040.0,,,,81664.0,,,,,,,2.0,,,15186.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,1YVvyx7IEC,RO12,,taul,1K8T,OTVu,iJzviRg,YjR3v23ZEh1_e,,,waip,9_Y1,qaiO,09_Q,wMei,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,4kVnq_T26xq1p,,,,11paNR4,317V,cJvF,FzaX,ch2oGfM,zCkv,P6pu4Vl,LM8l689qOp,,,szEZ,ZI9m,R4y5gQQWY8OodqDV,,,-1
,,,,,784.0,0.0,,,,,,0.0,,,,,,,,260.0,325.0,,0.0,88.0,,,286.96,,,,,,,0.0,,,4524714.0,,,,,,0.0,,,,,,,,,,,,,0.3900876,,,,,,,,9.0,,,,,,,3.0,30,0.0,,2117728.0,,0.0,,,110123.1,,20.0,,8.0,,,,,,,,,93519.0,,,,,,,,,,,,,,,40.0,,,32.0,80900.8,,,,,,765.0,,,,66.0,,0.0,6.0,,,,,,0.0,1370600.0,1415946.0,,,,,,0.0,,,0.0,0.0,,,,,0.0,,,,10472760.0,,,,,,,62.0,,,2032632.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,DHegUHXZeb,RO12,,taul,1K8T,Cnh8,7z8szr3,i8IsgswY31,,,xYU6,9_Y1,STGZ,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kZJtVhC,j9kV,UYBR,FzaX,Nvc6w_1,oslk,EXUR6zD,LM8l689qOp,,,453m,RAYp,F2FyR07IdsN7I,,,-1
,,,,,2590.0,7.0,,,,,,1816.0,,,,,,,,124.0,155.0,,0.0,152.0,,,253.52,,,,,,,0.0,,,236304.0,,,,,,0.0,,,,,,,,,,,,,3.211066,,,,,,,,9.0,,,,,,,3.0,142,357.0,,1092152.0,,0.0,,,63031.8,,0.0,,12.0,,,,,,,,,75804.0,,,,,,,,,,,,,,,32.0,,,16.0,50968.0,,,,,,5445.0,,,,6.0,,274509.0,32.0,,,,,,0.0,1296000.0,3283200.0,,,,,,1490.0,,,0.0,27.0,,,,,0.0,,,,10358200.0,,,,,,,6.0,,,3077064.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,zcRZptzip9,AERks4l,,taul,1K8T,ujBx,fhk21Ss,EzGRGIP,vjr46Gq,,fici,9_Y1,t_4G,VpdQ,hzlB,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,iwn6,,_HGQvdB,,teAeE97,fhl_,cJvF,FzaX,4UxGlow,QKW8DRm,catzS2D,LM8l689qOp,,ELof,Qu4f,ZI9m,ib5G6X1eUxUn6,,,-1
,,,,,861.0,14.0,,,,,,88.0,,,,,,,,164.0,205.0,,8.0,64.0,,,166.56,,,,,,,0.0,,,312.0,,,,,,0.0,,,,,,,,,,,,,0.8425549999999999,,,,,,,,27.0,,,,,,,6.0,108,7.0,,2113400.0,,0.0,,,114583.5,,10.0,,10.0,,,,,,,,,75945.0,,,,,,,,,,,,,,,40.0,,,48.0,142188.0,,,,,,580.0,,,,6.0,,351.0,60.0,,,,,,0.0,4616335.0,619314.0,,,,,,4965.0,,,0.0,0.0,,,,,599830.0,,,,6567880.0,,,,,,,38.0,,,316152.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,Qu0TmBQZiT,2Knk1KF,SEuy,taul,1K8T,487l,c7x9WtT,Iibp4Nm3uQ,07NLs_b,smXZ,wzsU,9_Y1,TjV7,09_Q,sYC_,5iay,kIsH,,uKAI,L84s,Ie_5MZs,,ItCNJbp,,teAoRJd,5qYB,UYBR,FzaX,iVsiwtx,zCkv,FRz7PDj,LM8l689qOp,,kG3k,FSa2,6fzt,Zy3gnGM,mj86,,-1
,,,,,2233.0,7.0,,,,,,376.0,,,,,,,,216.0,270.0,,20.0,64.0,,,99.68,,,,,,,0.0,,,7224.0,,,,,,0.0,,,,,,,5655.76,,,,,,6.563128,,,,,,,,9.0,,,,,,,3.0,84,35.0,,91584.0,,0.0,,,2067.6479999999997,,20.0,,26.0,,,,,,,,,139872.0,,,,,,,,,,,,,,,152.0,,,120.0,-47929.6,,,,,,865.0,,,,24.0,,37188.0,,,,,,,0.0,24925.0,16432.0,,,,,,2435.0,,,0.0,9.0,,,,,81319.0,,,,172512.0,,,,,,,20.0,,,80118.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,zcRZptzip9,RO12,,taul,1K8T,lK27,iJzviRg,IoHY5yI9pU,7dY6Qmv,,AEyA,9_Y1,t_4G,09_Q,wMei,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,4kVnq_T26xq1p,,MaNPODg,,NGZa1z9,75E0,cJvF,FzaX,ch2oGfM,zCkv,P6pu4Vl,LM8l689qOp,,ELof,Qu4f,ZI9m,R4y5gQQWY8OodqDV,mj86,,-1
,,,,,602.0,7.0,,,,,,144.0,,,,,,,,148.0,185.0,,0.0,8.0,,,253.52,,,,,,,0.0,,,9099180.0,,,,,,0.0,,,,,,,,,,,,,1.524888,,,,,,,,9.0,,,,,,,3.0,30,42.0,,0.0,,0.0,,,195298.8,,45.0,,0.0,,,,,,,,,7872.0,,,,,,,,,,,,,,,32.0,,,0.0,314873.2,,,,,,555.0,,,,114.0,,6633.0,,,,,,,0.0,1342785.0,151238.0,,,,,,635.0,,,0.0,18.0,,,,,0.0,,,,10495600.0,,,,,,,16.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,zcRZptzip9,RO12,,taul,1K8T,LZs_,b9Y7VoA,o0q8tiE,,,cSte,9_Y1,t_4G,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAjBRoX,t89X,UYBR,FzaX,8EdRa8C,oslk,VNjX1HN,LM8l689qOp,,,Qu4f,RAYp,F2FyR07IdsN7I,,,-1
,0.0,0.0,,,,,,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,16.0,,,1.355266,,,,,,,,,,,0.0,,,,,6,,10.0,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-18752.0,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,5.04,,,,Yddq9ayE15,RO12,,taul,1K8T,c9jp,LrukueW,ARvzJXx,,,rlx_,9_Y1,F_Lu,VpdQ,,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAja5EA,TddH,UYBR,FzaX,meW8iqZ,oslk,1VXQv5o,LM8l689qOp,,,TNEC,RAYp,F2FyR07IdsN7I,,,-1
,,,,,385.0,0.0,,,,,,0.0,,,,,,,,136.0,170.0,,0.0,24.0,,,213.36,,,,,,,0.0,,,9554040.0,,,,,,0.0,,,,,,,,,,,,,6.536851,,,,,,,,9.0,,,,,,,,20,0.0,,0.0,,0.0,,,168462.0,,30.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,0.0,597168.0,,,,,,685.0,,,,114.0,,0.0,4.0,,,,,,0.0,436075.0,518400.0,,,,,,0.0,,,0.0,18.0,,,,,0.0,,,,10519840.0,,,,,,,8.0,,,1036800.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,LDPgUHXZeb,RO12,,taul,1K8T,lK27,JVFLDAi,Tg7jjBB,,,sool,9_Y1,STGZ,VpdQ,43pnToF,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kZJtVhC,_Xcv,UYBR,,YTCRPlm,oslk,nXK9h3w,,,,453m,RAYp,F2FyR07IdsN7I,,,-1
,,,,,1652.0,28.0,,,,,,6212.0,,,,,,,,228.0,285.0,,10.0,88.0,,,199.2,,,,,,,0.0,,,8124.0,,,,,,0.0,,,,,,,,,,,,,5.405255,,,,,,,,36.0,,,,,,,12.0,98,420.0,,1935408.0,,0.0,,,38048.4,,0.0,,6.0,,,,,,,,,334506.0,,,,,,,,,,,,,,,56.0,,,120.0,384492.4,,,,,,735.0,,,,6.0,,28512.0,-30.0,,,,,,0.0,2829505.0,212452.0,,,,,,24110.0,,,0.0,36.0,,,,,929432.0,,,,3891752.0,,,,,,,54.0,,,345186.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,312.0,,,Mtpt0G8EIb,RO12,,taul,1K8T,wOc1,Po5CXtX,bGUqwlz,3mx2hwj,,_QJl,9_Y1,e7QV,VpdQ,kxE9,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,ZGzzva5,,XTbPUYD,i0iv,cJvF,FzaX,2X58jNM,oslk,CNdED8N,LM8l689qOp,,ELof,fKCe,RAYp,F2FyR07IdsN7I,mj86,,-1
